year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2015,Business Skills,Capital Markets,C,Manufacturing,Chemicals,6.00E-04
2015,Business Skills,Capital Markets,C,Manufacturing,Pharmaceuticals,5.60E-04
2015,Business Skills,Capital Markets,J,Information and communication,Telecommunications,5.50E-04
2015,Business Skills,Capital Markets,C,Manufacturing,Electrical & Electronic Manufacturing,4.70E-04
2015,Business Skills,Capital Markets,C,Manufacturing,Automotive,4.20E-04
2015,Business Skills,Capital Markets,J,Information and communication,Computer Software,4.10E-04
2015,Business Skills,Capital Markets,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,4.00E-04
2015,Business Skills,Capital Markets,J,Information and communication,Computer & Network Security,2.40E-04
2015,Business Skills,Capital Markets,M,Professional scientific and technical activities,Marketing & Advertising,1.10E-04
2015,Business Skills,Commercial Banking,K,Financial and insurance activities,Banking,0.09499
2015,Business Skills,Commercial Banking,K,Financial and insurance activities,Financial Services,0.04505
2015,Business Skills,Commercial Banking,K,Financial and insurance activities,Investment Management,0.00621
2015,Business Skills,Commercial Banking,K,Financial and insurance activities,Investment Banking,0.00335
2015,Business Skills,Commercial Banking,K,Financial and insurance activities,Insurance,0.00193
2015,Business Skills,Commercial Banking,M,Professional scientific and technical activities,Accounting,7.30E-04
2015,Business Skills,Commercial Banking,J,Information and communication,Information Technology & Services,3.00E-04
2015,Business Skills,Commercial Banking,J,Information and communication,Internet,2.70E-04
2015,Business Skills,Commercial Banking,M,Professional scientific and technical activities,Management Consulting,1.50E-04
2015,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Insurance,0.0048
2015,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Financial Services,0.00145
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Packaging & Containers,6.20E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Pharmaceuticals,6.00E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Automotive,5.60E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Food Production,5.60E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Electrical & Electronic Manufacturing,5.30E-04
2015,Business Skills,Compensation & Benefits,B,Mining and quarrying,Oil & Energy,5.10E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Chemicals,4.80E-04
2015,Business Skills,Compensation & Benefits,J,Information and communication,Computer Software,4.60E-04
2015,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Management Consulting,4.40E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Machinery,4.30E-04
2015,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,4.20E-04
2015,Business Skills,Compensation & Benefits,J,Information and communication,Information Technology & Services,3.70E-04
2015,Business Skills,Compensation & Benefits,J,Information and communication,Internet,2.50E-04
2015,Business Skills,Compensation & Benefits,C,Manufacturing,Textiles,2.30E-04
2015,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Marketing & Advertising,2.00E-04
2015,Business Skills,Competitive Strategies,M,Professional scientific and technical activities,Market Research,0.00573
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Public Relations & Communications,0.05413
2015,Business Skills,Corporate Communications,J,Information and communication,Newspapers,0.01455
2015,Business Skills,Corporate Communications,J,Information and communication,Writing & Editing,0.01421
2015,Business Skills,Corporate Communications,J,Information and communication,Publishing,0.00715
2015,Business Skills,Corporate Communications,J,Information and communication,Broadcast Media,0.00706
2015,Business Skills,Corporate Communications,J,Information and communication,Online Media,0.00651
2015,Business Skills,Corporate Communications,J,Information and communication,Media Production,0.00542
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Marketing & Advertising,0.00363
2015,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Sports,0.00281
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Information Services,0.00197
2015,Business Skills,Corporate Communications,J,Information and communication,Computer Games,0.00159
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Research,0.0014
2015,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Entertainment,0.00134
2015,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Performing Arts,0.00134
2015,Business Skills,Corporate Communications,K,Financial and insurance activities,Financial Services,0.00131
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Management Consulting,0.0012
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Events Services,0.00119
2015,Business Skills,Corporate Communications,J,Information and communication,Internet,0.00114
2015,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Music,0.00111
2015,Business Skills,Corporate Communications,K,Financial and insurance activities,Insurance,0.00105
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Environmental Services,0.00101
2015,Business Skills,Corporate Communications,K,Financial and insurance activities,Banking,9.80E-04
2015,Business Skills,Corporate Communications,B,Mining and quarrying,Oil & Energy,8.90E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Pharmaceuticals,8.10E-04
2015,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",8.00E-04
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Professional Training & Coaching,7.70E-04
2015,Business Skills,Corporate Communications,J,Information and communication,Telecommunications,7.30E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Automotive,6.80E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Renewables & Environment,6.80E-04
2015,Business Skills,Corporate Communications,J,Information and communication,Computer Software,6.60E-04
2015,Business Skills,Corporate Communications,J,Information and communication,Information Technology & Services,6.20E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Printing,5.50E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Chemicals,5.40E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Electrical & Electronic Manufacturing,3.10E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Food Production,3.10E-04
2015,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Graphic Design,2.20E-04
2015,Business Skills,Corporate Communications,C,Manufacturing,Aviation & Aerospace,1.90E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.01349
2015,Business Skills,Customer Experience,C,Manufacturing,Automotive,0.01163
2015,Business Skills,Customer Experience,J,Information and communication,Telecommunications,0.00745
2015,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00541
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Market Research,0.00235
2015,Business Skills,Customer Experience,K,Financial and insurance activities,Insurance,0.00161
2015,Business Skills,Customer Experience,J,Information and communication,Internet,0.00145
2015,Business Skills,Customer Experience,J,Information and communication,Information Technology & Services,0.00124
2015,Business Skills,Customer Experience,K,Financial and insurance activities,Financial Services,9.70E-04
2015,Business Skills,Customer Experience,J,Information and communication,Computer Software,0.00093
2015,Business Skills,Customer Experience,C,Manufacturing,Machinery,8.90E-04
2015,Business Skills,Customer Experience,K,Financial and insurance activities,Banking,8.60E-04
2015,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Entertainment,8.30E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Textiles,6.00E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Printing,5.50E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Marketing & Advertising,5.10E-04
2015,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",4.90E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Executive Office,4.80E-04
2015,Business Skills,Customer Experience,J,Information and communication,Computer Games,4.80E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Environmental Services,4.80E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Veterinary,4.30E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Information Services,4.10E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Chemicals,3.40E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Food Production,3.40E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Packaging & Containers,3.10E-04
2015,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Sports,2.90E-04
2015,Business Skills,Customer Experience,C,Manufacturing,Electrical & Electronic Manufacturing,2.40E-04
2015,Business Skills,Customer Experience,J,Information and communication,Broadcast Media,1.90E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Management Consulting,1.10E-04
2015,Business Skills,Customer Experience,M,Professional scientific and technical activities,Accounting,1.00E-04
2015,Business Skills,Debt Collection,M,Professional scientific and technical activities,Legal Services,2.40E-04
2015,Business Skills,Debt Collection,K,Financial and insurance activities,Financial Services,1.20E-04
2015,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Marketing & Advertising,0.05828
